sample	029_4870a	046_4949a	054_4976a	065_5037a	083_5091a	088_5114a	113_5241a	115_5235a	160_5453a	178_5685a	180_5521a	186_5559a	188_5571a	197_5625a	199_5632a	203_5662a	207_5670a	220_5717a	222_5735a	225_5747a	227_5749a	228_5756a	289_5851a	293_5828a	LA_RV_352_5899a_S19	LA_RV_372_5944a_S39	LA_RV_382_5978a_S49	LA_RV_389_6006a_S56	LA_RV_395_6024a_S62
PWY-7391: isoprene biosynthesis II (engineered)	0.0	0.0	10.8561	0.0	0.0	0.0	0.0	37.4091	0.0	0.0	5.36509	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.3977	65.1296	12.6034	43.2309	0.0	0.0	0.0	0.0	27.646	7.38659	0.0
PWY-7392: taxadiene biosynthesis (engineered)	39.2027	0.0	102.836	95.7586	44.1536	146.598	0.0	263.804	0.0	175.116	407.036	294.227	155.365	142.535	6.53454	0.0	120.036	85.1219	53.1386	398.702	72.2649	0.0	201.856	219.346	39.5131	0.0	109.427	108.979	100.403
PWY-7396: butanol and isobutanol biosynthesis (engineered)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	95.4828	0.0	0.0	400.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7399: methylphosphonate degradation II	17.7742	20.2034	0.0	0.0	55.109	48.4636	0.0	22.4609	0.0	16.1494	28.2913	24.669	0.0	0.0	12.902	0.0	7.53759	0.0	19.7175	0.0	0.0	16.7736	0.0	0.0	0.0	6.91635	5.03371	52.3707	11.2228
PWY-7400: L-arginine biosynthesis IV (archaebacteria)	6479.72	7620.73	6725.81	6233.79	7085.07	6916.7	6975.7	6863.42	6587.32	7671.06	6062.19	7019.44	5980.92	7397.62	7392.74	6869.86	7172.69	7789.28	3539.84	4633.42	6257.77	6558.98	6322.63	6061.35	7542.3	6663.39	8231.71	6397.83	7767.73
PWY-7401: crotonate fermentation (to acetate and cyclohexane carboxylate)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7409: phospholipid remodeling (phosphatidylethanolamine, yeast)	0.0	0.0	0.0	0.0	0.0	14.1327	0.0	0.0	0.0	0.0	244.156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.6351	0.0	0.0	0.0	0.0	0.0
PWY-7413: dTDP-6-deoxy-&alpha;-D-allose biosynthesis	16.0013	0.0	0.0	0.0	0.0	0.0	50.6767	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.7314	0.0	0.0	212.563	0.0	0.0	48.0038	0.0	0.0
PWY-7431: aromatic biogenic amine degradation (bacteria)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.13346	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7434: terminal O-glycans residues modification (via type 2 precursor disaccharide)	0.0	0.0	19.9438	0.0	19.4185	32.2157	0.0	26.3292	0.0	20.3618	0.0	120.013	31.6942	0.0	17.4817	0.0	151.035	0.0	3.46497	2.65535	12.7315	8.98738	11.364	36.7012	0.0	26.4168	6.56784	17.0476	12.0416
PWY-7446: sulfoquinovose degradation I	0.0	0.0	0.0	0.0	0.0	121.094	0.0	0.0	0.0	0.0	208.235	11.3972	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.21844	16.6742	0.0	0.0	19.2772	0.0	0.0	0.0	0.0	0.0
PWY-7456: &beta;-(1,4)-mannan degradation	5041.13	2423.0	3015.94	5188.49	3501.05	2967.58	3444.32	2349.64	2388.09	2897.56	1180.91	2341.86	3095.08	2502.59	3657.09	3965.66	2716.02	2518.41	1704.45	1961.15	2861.5	3509.32	5272.11	2993.17	2850.86	4095.19	3215.34	3412.0	3473.28
PWY-7480: 2,3-dihydroxybenzoate degradation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.34789	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7511: protein ubiquitination	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.83826	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7527: L-methionine salvage cycle III	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.4756	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.20445	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7528: L-methionine salvage cycle I (bacteria and plants)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.4384	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.1117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7546: diphthamide biosynthesis II (eukaryotes)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.15296	0.0	0.0
PWY-7560: methylerythritol phosphate pathway II	7289.87	8963.47	7455.68	3627.29	6475.2	6572.41	7551.28	7068.42	8705.68	7850.27	5160.53	7189.32	4468.74	7281.82	8056.44	7911.3	6571.27	8701.51	4831.08	4735.24	7936.81	6599.77	7314.05	6083.64	8675.35	7194.75	6775.12	7750.06	8232.36
PWY-7562: 3,6-anhydro-&alpha;-L-galactopyranose degradation	0.0	0.0	0.0	0.0	480.447	0.0	0.0	302.533	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	602.376	0.0	510.493	471.599	0.0	0.0	523.383	0.0
PWY-7616: methanol oxidation to carbon dioxide	0.0	0.0	14.9519	0.0	56.0647	50.0891	0.0	8.25915	0.0	7.62284	111.954	79.5908	20.9029	58.412	12.2685	59.3725	11.6684	0.0	150.851	47.46	0.0	8.3551	6.19086	11.8216	9.24923	0.0	11.1956	13.4547	16.6691
PWY-7663: gondoate biosynthesis (anaerobic)	6100.09	4287.1	2711.12	2682.27	2826.83	1751.59	2719.28	2032.09	2358.49	2265.37	4131.75	1943.45	2643.98	1817.52	2281.27	3239.84	2349.02	1895.26	5982.16	5478.43	2328.72	1782.98	2679.72	4780.9	2215.65	1983.39	1350.52	1416.18	1391.82
PWY-7664: oleate biosynthesis IV (anaerobic)	2060.16	549.882	856.002	1783.49	587.04	1338.62	1505.87	1096.04	395.847	579.237	2094.3	1370.31	1161.03	514.607	1040.3	286.997	1062.38	778.523	2989.1	2900.87	886.405	1239.48	484.391	1481.58	847.058	619.027	619.605	1079.42	899.924
PWY-7688: dTDP-&alpha;-D-ravidosamine and dTDP-4-acetyl-&alpha;-D-ravidosamine biosynthesis	147.525	984.702	182.796	75.3163	135.806	729.913	394.974	939.017	2290.55	451.428	270.292	353.893	175.287	270.256	105.262	2473.98	779.697	119.788	137.019	168.415	1678.21	825.036	1725.66	251.546	897.734	856.478	883.87	85.6456	79.1008
PWY-7723: bacterial bioluminescence	0.0	7.72112	5.46271	0.0	0.0	16.0018	0.0	0.0	0.0	4.61413	4.40628	6.70049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	95.2594	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.52815	8.2472
PWY-7731: superpathway of photosynthetic hydrogen production	0.0	0.0	9.74958	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.52158	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7754: bile acid 7&alpha;-dehydroxylation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.6134	0.0	6.95145	25.7606	0.0	12.3901	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.3971	0.0	0.0	7.38563	0.0
PWY-7761: NAD salvage pathway II (PNC IV cycle)	2417.65	399.586	1889.04	157.461	569.593	1842.25	1496.17	2425.1	685.709	1708.86	2134.92	1759.23	1404.51	1709.68	356.402	2159.43	2312.68	1363.21	1848.36	1991.99	1844.15	1508.94	1543.86	1853.25	567.454	703.125	1446.77	1290.83	1581.39
PWY-7783: plasmalogen degradation	0.0	0.0	16.8005	0.0	2.6133	14.4159	0.0	0.0	0.0	23.1968	14.0168	39.8402	0.0	0.0	0.0	0.0	22.6878	0.0	0.0	37.88	8.32777	8.91474	0.0	43.5037	23.1945	0.0	0.0	9.56544	9.19993
PWY-7784: reductive acetyl coenzyme A pathway II (autotrophic methanogens)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	166.158	36.8372	164.383	316.715	0.0	0.0	0.0	0.0	0.0	76.5455	0.0	0.0	0.0	0.0	0.0	0.0	106.063	39.8833	0.0
PWY-7790: UMP biosynthesis II	8295.6	9799.97	10718.2	7466.11	8629.03	8882.72	9009.0	9034.53	9479.16	9691.04	6876.27	9456.46	8737.37	10375.0	9142.53	10794.1	9037.07	9817.87	4238.55	5602.64	10056.1	8173.87	9044.87	7146.1	9422.09	8560.58	10790.0	9739.44	10414.7
PWY-7791: UMP biosynthesis III	12877.6	9799.97	10718.2	7540.48	8629.03	8882.72	9009.0	9034.53	10221.8	9691.04	6876.27	9456.46	8737.37	10375.0	9142.53	10794.1	9037.07	9817.87	4238.55	5602.64	10056.1	8173.87	9044.87	7302.76	9422.09	8560.58	10790.0	9739.44	10414.7
PWY-7805: (aminomethyl)phosphonate degradation	0.0	0.0	0.0	0.0	18.8424	187.677	0.0	0.0	0.0	0.0	641.089	78.3511	20.7302	0.0	12.4077	0.0	17.7886	0.0	1110.82	453.864	34.8083	0.0	0.0	36.4676	0.0	0.0	10.197	34.9385	46.3317
PWY-7807: glyphosate degradation III	0.0	8.89509	13.8624	0.0	25.3539	224.554	0.0	34.9744	0.0	42.2196	647.455	83.1229	63.6248	26.2015	11.5965	9.48558	17.789	0.0	1101.96	460.926	35.2891	22.8093	8.5776	36.686	18.6991	0.0	39.3399	43.6207	48.7337
PWY-7819: poly(3-O-&beta;-D-glucopyranosyl-N-acetylgalactosamine 1-phosphate) wall teichoic acid biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.86113	7.30348	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.2382	0.0
PWY-7820: teichuronic acid biosynthesis (B. subtilis 168)	409.78	485.564	637.7	642.044	780.012	648.649	468.85	508.234	525.517	465.866	301.712	752.543	299.814	740.928	292.543	1322.54	805.421	311.593	44.6847	242.086	729.596	417.614	587.551	294.879	584.641	331.159	576.056	277.742	474.942
PWY-7851: coenzyme A biosynthesis II (eukaryotic)	10146.6	7983.16	8450.28	7550.16	7604.64	7222.1	7682.91	7245.12	8598.72	7444.45	4833.69	7657.99	6363.61	5809.27	8007.08	7814.15	7389.96	7392.71	3659.9	4191.41	7537.15	6859.05	8567.25	7687.25	8428.77	8432.28	7350.02	7678.61	7484.69
PWY-7853: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis V (Pyrococcus)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.5243	24.522	29.8793	24.2896	0.0	0.0	0.0	0.0	0.0	17.8207	0.0	0.0	0.0	0.0	0.0	0.0	7.80099	11.1742	0.0
PWY-7855: ectoine degradation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.1465	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7858: (5Z)-dodecenoate biosynthesis II	0.0	90.9739	361.745	69.4902	40.3985	550.187	88.5286	568.417	247.877	62.5135	912.072	131.459	347.091	0.0	95.3772	130.07	323.843	0.0	1943.8	1425.13	545.584	692.674	60.9662	93.7052	44.7873	157.071	137.958	71.1118	202.066
PWY-7873: D-erythronate degradation II	0.0	0.0	0.0	0.0	13.7833	0.0	0.0	0.0	0.0	0.0	165.97	0.0	0.0	0.0	0.0	0.0	10.561	0.0	130.186	320.994	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.39334	12.6916
PWY-7874: L-threonate degradation	0.0	0.0	0.0	0.0	13.7833	5.2971	0.0	0.0	0.0	0.0	165.97	0.0	0.0	0.0	0.0	0.0	10.561	0.0	205.861	332.977	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.39334	12.6916
PWY-7883: anhydromuropeptides recycling II	0.0	274.682	146.99	99.3636	423.708	275.074	20.9262	59.906	0.0	158.723	400.322	271.403	25.7089	0.0	32.5325	118.999	139.939	0.0	455.977	617.834	84.0596	174.697	151.373	115.351	142.53	84.1715	28.7442	9.53524	110.233
PWY-7942: 5-oxo-L-proline metabolism	0.0	34.3275	46.084	0.0	30.7655	211.94	280.525	40.7301	0.0	71.7676	962.121	196.089	187.391	195.736	124.302	0.0	66.9081	205.116	619.049	1337.75	36.6184	44.334	0.0	196.721	0.0	60.05	48.1697	224.162	285.066
PWY-7948: 4-oxopentanoate degradation	52.7006	247.128	71.2944	187.916	319.562	383.16	203.657	41.1781	15.5488	346.595	1090.19	380.733	228.519	184.826	185.458	85.6737	289.761	449.695	1354.59	1400.32	140.765	124.45	146.392	589.48	379.657	1537.76	259.08	109.002	229.571
PWY-7953: UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing)	12582.2	9929.66	9958.31	8710.26	8863.2	7945.25	8782.6	9106.44	9283.47	9413.32	6950.27	8843.98	9208.35	9628.44	9743.08	10615.0	8957.19	9387.82	4630.01	5857.36	9648.21	7471.93	10175.2	9778.28	8950.0	8519.29	9938.54	8545.36	9735.18
PWY-7977: L-methionine biosynthesis IV	6659.7	5647.7	7245.17	7262.71	6135.46	7361.57	6059.52	5929.72	6523.75	6815.37	4936.34	6817.13	7223.97	8855.7	6225.33	6787.09	6135.39	7118.84	5504.34	5334.53	7065.47	5158.31	6511.57	6050.83	5155.45	6127.59	7689.8	7670.04	7017.51
PWY-7992: superpathway of menaquinol-8 biosynthesis III	0.0	0.0	0.0	0.0	29.8899	57.1689	189.696	39.4803	0.0	103.295	0.0	171.829	45.3355	76.704	0.0	0.0	0.0	0.0	0.0	0.0	0.0	103.42	39.2852	355.972	0.0	0.0	22.556	35.8173	241.771
PWY-8004: Entner-Doudoroff pathway I	1924.02	2597.77	1519.85	2320.46	3384.21	2119.6	2311.7	2070.78	3219.19	2995.91	2450.04	2312.59	1526.14	1669.81	2979.89	1311.89	1829.87	2503.13	2887.41	2426.77	2076.27	3459.98	2139.38	1616.51	2043.52	2727.96	1724.74	1861.61	1888.84
PWY-8011: L-serine biosynthesis II	16.196	71.5016	42.4623	31.3362	0.0	10.4507	15.4575	26.9776	58.4107	39.3775	25.305	54.0541	38.9527	34.787	23.4633	43.5556	47.5303	68.3103	4.84866	30.2734	18.9386	16.8974	46.4961	25.5541	31.582	27.7211	44.4813	36.8861	51.7118
PWY-801: homocysteine and cysteine interconversion	21.54	29.878	76.3482	0.0	43.3614	222.097	46.2492	136.145	0.0	82.1621	310.521	97.2572	225.409	107.703	58.9478	0.0	399.357	103.943	195.929	873.071	87.4339	549.77	43.3517	60.7318	25.2924	71.4395	95.2802	84.0333	102.905
PWY-8055: palmitoyl ethanolamide biosynthesis	2.51832	10.9549	21.364	0.0	0.0	14.6623	0.0	0.0	0.0	8.53105	19.4901	8.87423	10.6287	0.0	26.728	0.0	12.7202	0.0	5.32175	0.0	0.0	0.0	0.0	34.0432	7.95863	12.3793	1.5612	10.9788	15.4336
PWY-8067: methylphosphonate biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.7259	0.0	0.0	0.334494	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.8196	0.0	0.0	0.0	3.37194	0.0	0.0
PWY-8073: lipid IVA biosynthesis (P. putida)	565.489	1200.71	755.651	3528.77	2069.82	1271.57	1499.78	1450.0	2532.37	1256.44	1333.24	1494.04	2067.62	1035.21	1204.47	2439.85	1123.02	1317.57	3140.47	2230.74	2709.89	1439.34	855.858	1434.96	1749.73	1787.08	1072.71	2386.26	777.719
PWY-8086: (S)-lactate fermentation to propanoate, acetate and hydrogen	0.0	0.0	0.0	0.0	0.0	0.0	0.0	97.7877	0.0	18.9814	89.817	22.9696	0.0	29.1195	0.0	76.248	64.367	0.0	592.433	10.7847	111.089	0.0	76.368	27.3666	0.0	0.0	53.8395	0.0	0.0
PWY-8112: factor 420 biosynthesis I (archaea)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	289.462	5.81905	88.7079	494.44	0.0	0.0	0.0	0.0	0.0	34.4311	0.0	0.0	0.0	0.0	0.0	0.0	51.0287	5.25593	0.0
PWY-8113: 3PG-factor 420 biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	289.462	4.86274	88.7079	494.44	0.0	0.0	0.0	0.0	0.0	34.0379	0.0	0.0	0.0	0.0	0.0	0.0	51.0287	4.94078	0.0
PWY-8125: mevalonate pathway IV (archaea)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.1324	11.3069	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.0087	0.0	0.0	0.0	0.0	0.0	0.0	57.3372	8.97443	0.0
PWY-8131: 5'-deoxyadenosine degradation II	719.74	193.916	321.884	247.545	282.122	919.262	612.428	728.436	434.755	474.148	449.051	453.561	465.506	483.749	852.155	715.782	688.837	548.386	82.7614	1029.78	526.273	284.182	465.651	963.224	1154.2	309.485	428.457	442.402	202.915
PWY-8134: bile acid 7&beta;-dehydroxylation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.12974	0.0	6.05038	20.0937	0.0	13.1836	0.0	11.6442	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.3639	0.0	0.0	4.9549	0.0
PWY-8173: anteiso-branched-chain fatty acid biosynthesis	0.0	0.0	0.0	0.0	0.0	111.474	0.0	0.0	0.0	0.0	35.8826	118.481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	225.916	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.2536	76.7506
PWY-8174: odd iso-branched-chain fatty acid biosynthesis	0.0	0.0	0.0	0.0	0.0	111.474	0.0	0.0	0.0	0.0	35.8826	118.481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	225.916	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.2536	76.7506
PWY-8175: even iso-branched-chain fatty acid biosynthesis	0.0	0.0	0.0	0.0	0.0	111.474	0.0	0.0	0.0	0.0	35.8826	118.481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	225.916	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.2536	76.7506
PWY-8178: pentose phosphate pathway (non-oxidative branch) II	11956.3	10974.4	10003.2	9640.63	9806.6	9553.34	9841.85	9789.72	9792.74	9898.88	7597.29	9487.31	9326.1	8882.07	10614.5	11452.0	9230.83	10414.4	6400.1	7684.8	10175.3	8550.47	10233.6	10187.8	11020.5	9724.91	9929.2	9377.11	10744.1
PWY-8182: valproate &beta;-oxidation	64.0029	174.929	66.0874	263.9	203.587	407.795	224.84	45.4419	23.9105	106.96	1694.28	435.277	243.919	94.6874	198.593	0.0	159.723	67.1464	2534.95	2057.56	142.517	170.592	0.0	419.555	244.653	63.1323	137.686	109.271	171.022
PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)	995.216	2094.34	1184.67	3813.57	2685.22	1933.96	1439.33	3249.83	463.924	1651.31	2028.32	1386.59	3231.9	5502.8	2319.54	570.164	2479.12	1300.99	2446.23	2387.22	1178.72	1653.21	2276.21	3031.46	1284.02	2929.9	1360.91	3847.42	2053.87
PWY-8188: L-alanine degradation VI (reductive Stickland reaction)	106.581	275.67	78.9304	68.4524	74.1138	138.987	212.479	361.643	0.0	157.206	203.517	121.7	173.402	305.584	19.083	580.8	658.118	190.529	15.8181	99.6008	108.796	78.4947	490.405	24.8895	116.801	21.5702	295.068	237.536	105.965
PWY-8189: L-alanine degradation V (oxidative Stickland reaction)	106.581	275.67	78.9304	68.4524	74.1138	138.987	212.479	361.643	0.0	157.206	203.517	121.7	173.402	305.584	19.083	580.8	658.118	190.529	15.8181	99.6008	108.796	78.4947	490.405	24.8895	116.801	21.5702	295.068	237.536	105.965
PWY-8190: L-glutamate degradation XI (reductive Stickland reaction)	108.306	117.079	187.707	36.8913	534.803	170.719	123.467	344.217	0.0	207.751	200.897	287.801	360.052	143.392	78.4282	110.31	267.016	323.777	105.684	166.706	141.372	254.412	877.264	453.036	117.125	42.1054	85.942	178.808	223.61
PWY-821: superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae)	405.522	270.563	998.373	327.065	543.426	887.902	810.168	617.029	334.807	1031.97	2246.46	1722.45	1095.21	800.44	376.245	328.275	1848.59	401.958	1312.78	2371.02	387.352	585.741	724.825	1161.51	766.233	156.785	928.532	558.464	625.444
PWY-822: fructan biosynthesis	0.0	14.3272	87.249	0.0	0.0	67.0682	22.5075	172.07	71.9922	34.8216	16.9574	7.22872	124.232	0.0	17.352	57.8366	93.7979	0.0	0.0	82.9414	238.255	171.224	28.5413	6.13658	15.6619	11.9749	30.8803	11.5248	36.4926
PWY-841: superpathway of purine nucleotides de novo biosynthesis I	3845.06	5145.3	6568.18	6987.69	6069.8	5256.5	5071.37	5070.46	6108.33	4472.94	4058.25	4235.94	5944.73	6064.99	5826.98	3992.97	4608.87	3867.95	3937.15	4211.33	4617.83	5603.63	5787.64	6370.66	4882.42	7259.89	4894.71	4483.85	5010.08
PWY-922: mevalonate pathway I (eukaryotes and bacteria)	0.0	0.0	42.6194	0.0	0.0	36.6004	29.6348	52.5956	0.0	8.72926	20.7068	15.0793	51.9994	0.0	0.0	0.0	0.0	0.0	59.4985	81.3436	17.7121	194.198	0.0	0.0	0.0	0.0	57.9372	27.5209	0.0
PWY-I9: L-cysteine biosynthesis VI (from L-methionine)	1757.47	1399.03	2079.51	3817.08	2010.22	2626.59	2717.99	1848.17	1595.44	2104.04	4605.34	1954.05	2737.62	1087.78	1677.49	1737.27	2550.07	2705.97	3716.41	3845.93	1619.66	4236.88	2213.97	1650.67	1207.04	4131.83	2338.87	3457.69	1694.7
PWY0-1061: superpathway of L-alanine biosynthesis	2010.67	4742.95	1992.51	3552.03	2510.45	2534.63	3302.6	2682.63	2603.56	2724.44	2933.23	2132.24	2711.72	4012.49	3058.08	2816.38	2094.78	2932.63	2619.09	1664.03	1785.0	3206.12	2250.53	2845.83	3679.91	2519.8	2309.32	3126.2	1388.65
PWY0-1221: putrescine degradation II	0.0	0.0	0.0	0.0	0.0	6.58932	0.0	0.0	0.0	0.0	273.743	27.3097	0.0	0.0	0.0	0.0	4.05813	0.0	874.681	106.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.19392	0.0
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis	162.101	271.155	255.664	236.617	720.47	348.784	382.071	399.592	103.961	566.691	782.604	535.414	1322.86	527.141	505.793	3185.62	591.919	466.81	1321.27	1092.44	371.542	234.587	488.128	657.398	447.235	187.443	237.205	273.096	284.554
PWY0-1261: anhydromuropeptides recycling I	361.635	815.358	957.407	198.62	934.053	867.359	1475.73	931.484	276.758	1646.78	2001.51	2199.75	1873.43	1336.55	657.28	218.841	768.143	1061.61	2835.06	2367.37	1000.03	1499.59	398.4	2594.93	908.23	415.746	226.14	1108.28	370.47
PWY0-1277: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation	0.0	0.0	0.0	63.1752	0.0	38.1137	0.0	0.0	0.0	0.0	931.783	65.2082	22.8159	0.0	0.0	0.0	96.4906	0.0	2650.92	735.038	26.3686	11.7583	0.0	153.374	33.1419	0.0	0.0	54.2297	0.0
PWY0-1296: purine ribonucleosides degradation	6666.03	9053.39	6750.5	6799.14	6929.35	7087.0	6911.82	7173.33	8253.8	7927.02	5332.92	7302.71	7060.51	5884.1	7363.74	6678.25	6937.07	7791.13	5793.44	4787.56	6841.51	6113.56	6737.7	6831.94	8630.2	4251.72	6381.46	5732.25	7541.54
PWY0-1297: superpathway of purine deoxyribonucleosides degradation	3166.26	6006.57	4477.65	2665.34	4475.1	3297.1	3895.04	5041.42	4187.75	4702.04	4174.21	5094.44	3682.74	5375.93	5008.59	4078.15	4804.54	4012.11	4476.35	3409.2	3348.75	3662.81	3598.15	5073.6	4664.69	2632.42	5114.78	4094.53	5035.49
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation	2204.22	4070.47	2558.55	2249.46	3077.05	2646.79	2438.32	2532.62	2815.24	3239.36	2908.01	3480.81	2566.57	2429.78	2976.19	2325.38	2647.92	2574.84	3778.39	2792.69	2312.09	3013.7	2107.44	3091.37	2246.38	1255.01	2484.5	2663.9	3277.15
PWY0-1319: CDP-diacylglycerol biosynthesis II	8711.99	9540.65	7770.73	7702.0	8104.4	7804.55	8007.44	7850.23	9384.21	8132.85	6669.93	8700.22	5841.58	5774.59	9166.96	9322.2	7457.9	8836.23	6800.9	5703.55	8091.04	7090.04	8328.67	8484.29	9269.6	6068.9	7610.83	7044.48	8167.57
PWY0-1337: oleate &beta;-oxidation	0.0	19.1448	0.0	0.0	18.1621	198.553	0.0	0.0	0.0	0.0	131.064	49.0898	0.0	0.0	0.0	0.0	0.0	0.0	415.622	697.104	24.5635	0.0	0.0	22.8227	5.96484	0.0	0.0	0.0	23.9934
PWY0-1338: polymyxin resistance	0.0	11.9908	0.0	0.0	0.0	170.235	0.0	0.0	97.9105	0.0	781.08	90.9827	20.2623	0.0	53.9694	0.0	31.3964	0.0	2113.02	746.512	18.0181	0.0	0.0	70.6239	0.0	0.0	0.0	17.9868	25.4484
PWY0-1415: superpathway of heme b biosynthesis from uroporphyrinogen-III	0.0	195.049	206.835	116.893	383.856	180.568	23.0583	76.4352	48.2269	120.839	1028.61	279.142	162.293	142.117	65.7613	66.4698	145.525	75.0165	2061.07	1220.66	90.1866	136.475	62.4034	171.904	108.981	15.1937	19.5053	120.953	120.534
PWY0-1477: ethanolamine utilization	2204.93	5024.52	3514.28	1914.86	3773.24	2526.92	2910.98	4327.11	3244.54	3714.07	3945.03	4303.22	2962.44	5749.94	4162.0	3025.4	4094.48	2811.02	5955.27	5553.7	2381.51	2929.39	2653.9	4635.4	3414.31	2190.26	4867.23	3604.65	3784.74
PWY0-1479: tRNA processing	2101.17	1926.94	1660.97	321.026	1449.71	1836.63	2220.18	1819.68	2207.87	2643.32	3147.18	2743.19	1167.04	2227.04	1347.22	1835.73	2484.81	1810.88	3320.16	3018.05	1937.26	2144.93	945.517	1008.26	860.361	1147.87	1632.77	2216.48	1474.35
PWY0-1533: methylphosphonate degradation I	0.0	17.903	8.75163	0.0	15.552	170.592	0.0	23.9936	0.0	37.5977	414.866	51.316	46.0856	38.6502	6.82044	16.9251	10.746	0.0	741.226	286.793	22.3176	20.927	8.08966	21.67	11.1402	0.0	36.8125	36.9482	35.1185
