sample	007_4640a	008_4655a	010_4671a	026_4858a	032_4883a	043_4947a	051_4967a	056_4978a	085_5110a	093_5162a	100_5150a	128_5318a	149_5373a	150_5340a	161_5469a	179_5504a	185_5554a	195_5610a	198_5605a	213_5692a	216_5714a	218_5723a	223_5732a	229_5764a	234_5779a	284_5789a	285_5792a	291_5865a	LA_RV_355_5908a_S22	LA_RV_373_5965a_S40
PWY-5676: acetyl-CoA fermentation to butanoate II	0.00241126	0.00193044	0.00163403	0.00161115	0.00236336	0.0025019	0.00104376	0.00132771	0.00158416	0.00240636	0.00180776	0.00107158	0.00228581	0.000819183	0.00183825	0.00096618	0.001943	0.0016111	0.00128464	0.0013597	0.000641884	0.0010275	0.00424707	0.000920796	0.0025857	0.00230647	0.00228727	0.00216598	0.000929865	0.00173337
PWY-5677: succinate fermentation to butanoate	0.000183396	0.000387781	0.000278679	0.000245488	0.000472349	0.000214986	0.00034217	0.000214082	0.000542247	0.000244879	0.000281021	0.000354575	0.000415707	0.000303026	0.000378151	0.000211353	0.00034397	0.000293003	0.000315983	0.000293067	0.000262703	0.000206317	0.000392237	0.000222148	0.000325335	0.00026176	0.000257854	0.000539943	0.000324001	0.000514493
PWY-5686: UMP biosynthesis I	0.00508199	0.00952621	0.00951017	0.00979315	0.00985345	0.00906549	0.00957019	0.00661939	0.0110085	0.00931708	0.0107935	0.011482	0.00987862	0.0114328	0.00971289	0.00877623	0.00616625	0.00865702	0.00824109	0.0105167	0.0096763	0.00950769	0.00929645	0.0075276	0.00972814	0.00992016	0.00977497	0.00859973	0.00916828	0.0100049
PWY-5690: TCA cycle II (plants and fungi)	0.00186203	0.000277653	0.000288721	0.000224352	0.000242041	0.000337178	0.000114384	9.8087e-05	0.00028743	0.000230043	0.000466207	0.00013579	0.000458642	0.000206826	0.000303298	0.000197593	0.000954573	0.000210593	0.000347928	0.000232924	0.000311728	0.000215905	0.000371269	0.000150044	0.00027565	0.000167471	0.000134084	0.000216948	0.000209371	0.000405313
PWY-5692: allantoin degradation to glyoxylate II	0.000163558	0.0	4.79804e-06	0.0	0.0	1.11465e-05	0.0	5.24753e-05	0.0	3.92315e-05	0.0	0.0	5.19692e-06	0.0	0.0	1.15612e-05	0.000125321	0.0	1.01024e-05	0.0	0.0	1.19251e-05	1.03569e-05	4.24625e-05	0.0	0.0	1.33024e-05	0.0	0.0	5.74167e-06
PWY-5695: inosine 5'-phosphate degradation	0.00562609	0.00889488	0.00918878	0.00876539	0.00903231	0.00998101	0.0118953	0.0106628	0.0109741	0.00858797	0.00719288	0.012712	0.00890157	0.013922	0.00848564	0.00979866	0.00764112	0.0105883	0.00886606	0.010691	0.008652	0.0086734	0.0100144	0.0108151	0.0113068	0.00849697	0.00858329	0.0108227	0.0145939	0.0102675
PWY-5705: allantoin degradation to glyoxylate III	0.000697007	0.0	2.14148e-05	7.05575e-05	6.69402e-05	4.04504e-05	2.60005e-05	0.000124976	2.77405e-05	9.19126e-05	1.5838e-05	0.0	4.17161e-05	2.08453e-05	1.29418e-05	3.66034e-05	0.000285649	5.05621e-05	7.73608e-05	0.0	3.225e-05	1.96259e-05	8.95778e-05	6.40197e-05	4.46253e-05	2.51167e-05	5.47222e-05	2.67462e-05	0.0	0.000105471
PWY-5723: Rubisco shunt	0.00407424	6.59836e-06	3.46827e-06	0.000180678	2.24886e-05	0.000434907	0.000127317	0.000708325	0.000769627	0.000591282	0.0	0.00237485	0.000154113	0.00170047	0.000339755	0.000571097	0.00236218	0.0	0.0	0.00138809	3.90464e-05	1.65054e-05	0.000308984	0.000703934	0.000207124	1.53023e-05	0.0	5.68292e-05	0.00180014	0.000259405
PWY-5747: 2-methylcitrate cycle II	0.000485986	0.0	0.0	6.21602e-06	0.0	0.0	0.0	7.76435e-05	0.0	9.77888e-05	0.0	0.0	7.46478e-06	0.0	0.0	8.27485e-05	0.00028146	0.0	0.0	0.0	0.0	0.0	0.0	0.000135988	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5754: 4-hydroxybenzoate biosynthesis I (eukaryotes)	0.0	0.0	0.0	0.0	8.44756e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5823: superpathway of CDP-glucose-derived O-antigen building blocks biosynthesis	0.0	0.000526541	0.00010903	0.0	0.0	0.0	0.0	0.000896815	0.000556027	0.0	8.36472e-05	0.0	5.4045e-05	0.0	0.0	1.86535e-05	0.000101065	0.000224537	0.000509009	7.24526e-05	0.000108601	0.000449117	0.000185169	0.0	0.000185755	4.68635e-05	3.57163e-05	0.0	3.141e-05	0.000371647
PWY-5837: 2-carboxy-1,4-naphthoquinol biosynthesis	0.00143807	1.37037e-05	7.50409e-05	7.87109e-05	6.30652e-05	0.000108588	2.69228e-05	0.00025024	0.000123481	0.000275232	0.0	9.11972e-05	0.000137482	5.63261e-05	4.80309e-05	0.000298518	0.00121556	3.97765e-05	2.69562e-05	7.19781e-05	0.0	5.95842e-05	0.00020331	0.000449915	0.000111448	0.000108493	0.000110414	5.7164e-05	0.000137182	3.19906e-05
PWY-5838: superpathway of menaquinol-8 biosynthesis I	0.00236765	0.0	0.000218093	0.000241872	0.000185565	0.000336708	9.1032e-05	0.000776299	0.000376811	0.000744131	0.0	0.000300746	0.000381706	0.000187636	0.000155558	0.000898482	0.00250573	0.000131386	8.91489e-05	0.000236093	0.0	0.000176956	0.000606677	0.00124957	0.000352825	0.000318585	0.000328648	0.00018979	0.000447968	0.000106394
PWY-5840: superpathway of menaquinol-7 biosynthesis	0.00178236	4.53347e-05	0.000232587	0.00021963	0.000193455	0.00031987	8.78494e-05	0.000720417	0.000368044	0.000678419	0.0	0.000294444	0.000382816	0.000183188	0.000157131	0.000620258	0.00100976	0.000125439	8.62397e-05	0.000234	0.0	0.000191536	0.000549505	0.000948246	0.000353906	0.000312752	0.000324977	0.000181186	0.000426699	0.00010678
PWY-5845: superpathway of menaquinol-9 biosynthesis	0.00178236	0.0	8.76777e-05	0.000131053	0.000112629	0.000193211	0.0	0.000381461	0.000219164	0.000648872	0.0	0.000195756	0.000215898	0.000112871	0.000108639	0.000337899	0.00100976	8.036e-05	5.20388e-05	4.43463e-05	0.0	9.39176e-05	0.00032601	0.000501302	0.000317148	0.000230101	0.000251193	8.48878e-05	0.000259794	8.1676e-05
PWY-5850: superpathway of menaquinol-6 biosynthesis	0.00178236	0.0	0.0	0.000131053	0.000112629	0.0	0.0	0.000381461	0.000219164	0.000648872	0.0	0.000195756	0.000215898	0.000112871	0.000108639	0.000337899	0.00100976	0.0	5.20388e-05	0.0	0.0	9.39176e-05	0.00032601	0.000501302	0.000219184	0.000208955	0.000251193	8.48878e-05	0.000259794	3.49799e-05
PWY-5855: ubiquinol-7 biosynthesis (early decarboxylation)	0.000237518	0.0	0.0	4.59617e-05	0.0	0.0	0.0	5.16197e-05	0.0	9.78298e-05	0.0	0.0	6.89792e-06	5.62645e-06	0.0	5.52757e-05	7.1137e-05	0.0	0.0	0.0	0.0	0.0	1.83177e-05	0.000146219	1.82219e-05	0.0	0.0	0.0	0.0	0.0
PWY-5860: superpathway of demethylmenaquinol-6 biosynthesis I	0.0014577	0.0	0.0	8.87102e-05	7.57214e-05	0.0	0.0	0.000258433	0.000148807	0.00045821	0.0	0.000131648	0.000146984	7.56108e-05	7.31797e-05	0.000229763	0.000726923	0.0	3.48655e-05	0.0	0.0	6.31721e-05	0.000221386	0.000343719	0.000148187	0.000141388	0.000170603	5.68686e-05	0.000174995	2.33805e-05
PWY-5861: superpathway of demethylmenaquinol-8 biosynthesis I	0.00209219	0.0	0.0001482	0.000165877	0.000125444	0.000229857	6.09531e-05	0.000534908	0.000259291	0.000530089	0.0	0.000203209	0.00026417	0.000126099	0.000105258	0.000631872	0.00204587	8.83524e-05	5.99421e-05	0.00015935	0.0	0.000119976	0.000418691	0.000894804	0.000240614	0.000217274	0.000224507	0.000127919	0.000304034	7.1492e-05
PWY-5862: superpathway of demethylmenaquinol-9 biosynthesis	0.0014577	0.0	5.88999e-05	8.87102e-05	7.57214e-05	0.000130563	0.0	0.000258433	0.000148807	0.00045821	0.0	0.000131648	0.000146984	7.56108e-05	7.31797e-05	0.000229763	0.000726923	5.38574e-05	3.48655e-05	2.96325e-05	0.0	6.31721e-05	0.000221386	0.000343719	0.000215783	0.000155932	0.000170603	5.68686e-05	0.000174995	5.47817e-05
PWY-5870: ubiquinol-8 biosynthesis (late decarboxylation)	0.0	0.0	0.0	2.38438e-05	0.0	0.0	0.0	1.32239e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5873: ubiquinol-7 biosynthesis (late decarboxylation)	0.0	0.0	1.25959e-05	2.09868e-05	9.19882e-06	2.18503e-05	2.46718e-05	8.73708e-06	9.53075e-06	8.31727e-05	0.0	0.0	0.000110684	0.0	5.36294e-06	0.0	0.0	7.56648e-06	0.0	0.0	0.0	4.77132e-06	3.24021e-05	0.0	0.000103291	1.40775e-05	1.08013e-05	4.09479e-06	0.0	1.33373e-05
PWY-5896: superpathway of menaquinol-10 biosynthesis	0.00178236	0.0	0.0	0.000131053	0.000112629	0.0	0.0	0.000381461	0.000219164	0.000648872	0.0	0.000195756	0.000215898	0.000112871	0.000108639	0.000337899	0.00100976	0.0	5.20388e-05	0.0	0.0	9.39176e-05	0.00032601	0.000501302	0.000219184	0.000208955	0.000251193	8.48878e-05	0.000259794	3.49799e-05
PWY-5897: superpathway of menaquinol-11 biosynthesis	0.00226676	4.07784e-05	0.000215166	0.000224388	0.000182359	0.000308799	8.00848e-05	0.000702962	0.000344952	0.000715664	0.0	0.000266645	0.000368726	0.000166346	0.0001401	0.000816726	0.00239709	0.000117545	7.97167e-05	0.000209804	0.0	0.000173456	0.000564342	0.00115393	0.000318604	0.00030921	0.000314487	0.000168098	0.000398068	9.42965e-05
PWY-5898: superpathway of menaquinol-12 biosynthesis	0.00226676	4.07784e-05	0.000215166	0.000224388	0.000182359	0.000308799	8.00848e-05	0.000702962	0.000344952	0.000715664	0.0	0.000266645	0.000368726	0.000166346	0.0001401	0.000816726	0.00239709	0.000117545	7.97167e-05	0.000209804	0.0	0.000173456	0.000564342	0.00115393	0.000318604	0.00030921	0.000314487	0.000168098	0.000398068	9.42965e-05
PWY-5899: superpathway of menaquinol-13 biosynthesis	0.00226676	4.07784e-05	0.000215166	0.000224388	0.000182359	0.000308799	8.00848e-05	0.000702962	0.000344952	0.000715664	0.0	0.000266645	0.000368726	0.000166346	0.0001401	0.000816726	0.00239709	0.000117545	7.97167e-05	0.000209804	0.0	0.000173456	0.000564342	0.00115393	0.000318604	0.00030921	0.000314487	0.000168098	0.000398068	9.42965e-05
PWY-5910: superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	1.22657e-05	0.0	0.0	0.0	1.29669e-05	5.68104e-05	0.0	0.0	0.0	4.15604e-05	6.06363e-05	0.0	0.0	1.3381e-05	0.0	8.41078e-06	8.52966e-05	0.0	0.0	0.0	0.0	1.47808e-05	0.0	2.45538e-05	0.0	0.0	1.36451e-05	0.0	2.6449e-05	0.0
PWY-5913: partial TCA cycle (obligate autotrophs)	0.00340206	0.00105997	0.000932857	0.00269299	0.00124645	0.000734813	0.000718794	0.000378482	0.000369716	0.00143617	0.00288674	0.00102417	0.00179231	0.00144053	0.00196871	0.00306812	0.00235438	0.00117634	0.00246762	0.000653088	0.00111499	0.00272184	0.000633624	0.000974816	0.000591915	0.00192537	0.00183253	0.00175868	0.000409972	0.000349572
PWY-5918: superpathway of heme b biosynthesis from glutamate	0.00280556	0.0	0.000110006	0.00014329	0.000246689	0.000204066	6.61121e-05	0.000312388	9.07006e-05	0.000472544	0.000132789	0.000306763	0.000237509	6.19934e-05	0.000155977	0.000390756	0.00149801	0.000120177	7.41282e-05	0.000254216	0.000169126	0.000202277	0.000405461	0.000640198	0.000365245	0.000148819	0.000145508	0.000227135	0.000187529	0.000335267
PWY-5920: superpathway of heme b biosynthesis from glycine	0.000896875	0.0	4.95929e-05	8.72029e-05	3.62684e-05	1.91578e-05	1.23351e-05	0.000207284	2.92031e-05	6.85782e-05	3.69536e-05	4.9617e-05	9.74902e-05	2.94032e-05	6.15521e-05	0.00019595	0.00109083	1.55329e-05	2.54721e-05	0.0	5.82193e-05	4.56372e-05	0.000238142	0.000357853	1.63856e-05	0.0	1.93723e-05	0.0	2.80618e-05	6.80961e-05
PWY-5941: glycogen degradation II	0.00750338	0.01149	0.00957909	0.0111276	0.00949284	0.00988262	0.00981261	0.00662311	0.0116654	0.00846345	0.0102201	0.0106611	0.00991651	0.0118941	0.0110747	0.011706	0.00744158	0.00919904	0.00916403	0.0111061	0.00984473	0.0101394	0.00832409	0.00939035	0.00871427	0.00964933	0.00936123	0.00885124	0.0106643	0.0109705
PWY-5971: palmitate biosynthesis (type II fatty acid synthase)	0.00406024	0.000810546	0.000919521	0.00105403	0.00105358	0.00138523	0.00107367	0.0013128	0.000866664	0.00210446	0.00106432	0.000621878	0.00141626	0.000334912	0.00137287	0.00119338	0.00279793	0.000592993	0.00101228	0.000546196	0.000937389	0.00105881	0.00131221	0.0019474	0.0015937	0.00134603	0.00132758	0.000585702	0.00262796	0.000927088
PWY-5972: stearate biosynthesis I (animals)	1.71904e-05	2.70101e-05	5.62794e-05	7.96898e-05	7.74426e-05	4.32214e-05	3.52369e-05	1.36795e-05	7.43212e-05	3.03649e-05	2.15675e-05	3.05098e-05	3.46079e-05	2.7414e-05	2.76023e-05	4.74556e-05	2.52175e-05	2.84392e-05	7.19265e-06	2.40248e-05	6.54304e-05	7.6011e-06	4.58743e-06	6.27352e-05	2.90336e-05	3.60382e-05	1.88486e-05	0.0	9.38744e-06	3.81531e-05
PWY-5973: cis-vaccenate biosynthesis	0.00337205	0.00212532	0.00281256	0.00238115	0.00294298	0.00356827	0.00308327	0.00236286	0.00166828	0.00267718	0.00190107	0.00307783	0.00179184	0.00185573	0.00327629	0.00193728	0.00235619	0.00184428	0.00259358	0.00242892	0.00282987	0.00213293	0.00239495	0.00228347	0.00247858	0.00211761	0.00219426	0.00280141	0.00240041	0.0024963
PWY-5981: CDP-diacylglycerol biosynthesis III	0.00164343	0.00429379	0.00151192	0.00116759	0.00208918	0.000221759	0.00102821	0.000669	0.00121756	0.00138622	0.00324968	0.00154073	0.00173862	0.00307103	0.00144882	0.00193023	0.00243138	0.00127776	0.00172041	0.00215588	0.00175215	0.00158015	0.00102635	0.001694	0.00224283	0.00136408	0.00112988	0.00158055	0.000723557	0.00103663
PWY-5989: stearate biosynthesis II (bacteria and plants)	0.00326222	0.000630598	0.00067278	0.000802502	0.000801134	0.00099643	0.000785889	0.00112674	0.00067749	0.00206363	0.000918334	0.000951753	0.00150321	0.000229298	0.00102828	0.00112872	0.00242136	0.000430869	0.000763564	0.000989117	0.000691284	0.00101841	0.00110353	0.00183965	0.00157563	0.00126001	0.00123768	0.000400262	0.00230171	0.000679293
PWY-5994: palmitate biosynthesis (type I fatty acid synthase)	5.25941e-06	0.00024567	5.54271e-05	0.000296757	0.000140943	9.95617e-05	0.0	0.0	0.0	8.90914e-05	7.30342e-05	0.0	0.000269695	1.06155e-05	9.87798e-05	0.0	9.97494e-06	0.000202164	0.000150839	0.0	5.33184e-05	0.000223882	0.0	0.0	0.0	0.000436181	0.000411617	6.75671e-05	0.0	0.0
PWY-6060: malonate degradation II (biotin-dependent)	2.43362e-06	0.0	0.0	7.16395e-05	0.0	0.0	0.000165731	2.21034e-05	1.01447e-05	3.82322e-05	5.94331e-05	2.55213e-05	2.51377e-06	0.0	0.0	0.0	9.17859e-06	0.0	0.0	4.23722e-05	0.0	0.0	6.97354e-06	0.0	0.0	0.0	0.0	0.0	0.0	8.45752e-06
PWY-6071: superpathway of phenylethylamine degradation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.072e-05	0.0	0.0	0.0	0.0	0.0	4.1701e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.33716e-05	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6075: ergosterol biosynthesis I	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6113: superpathway of mycolate biosynthesis	1.02387e-05	0.000130152	9.1031e-05	0.000327466	0.000143524	0.0	0.0	0.0	0.0	0.000146595	0.0	0.0	0.000257357	2.02936e-05	0.0	0.0	3.65779e-05	0.0	0.000230799	0.0	0.0	0.000159716	0.0	0.0	0.0	0.000209341	0.000277685	0.0	0.0	0.0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I	0.00597211	0.00791581	0.00815736	0.00831512	0.00878842	0.00782821	0.00811913	0.00896231	0.00824148	0.00844036	0.00957685	0.00765679	0.00900034	0.00795617	0.00830511	0.00714631	0.00597126	0.00746281	0.00756097	0.00804522	0.00832119	0.00800322	0.00779007	0.00636117	0.00840506	0.00877765	0.00872445	0.00793589	0.00698803	0.00750876
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	0.00559813	0.00785296	0.00818901	0.00877708	0.00892899	0.00792667	0.00961838	0.00882803	0.00925696	0.00856187	0.0101465	0.010735	0.00965014	0.0108747	0.0090292	0.00783056	0.00606979	0.00745815	0.00763994	0.00876942	0.00825007	0.00821407	0.00755909	0.00747813	0.009304	0.00887369	0.0087148	0.00817634	0.0109235	0.00812352
PWY-6123: inosine-5'-phosphate biosynthesis I	0.00292614	0.00542521	0.0057685	0.005056	0.00540326	0.00505847	0.00536227	0.00868813	0.00390643	0.00577424	0.0059604	0.00386288	0.0059267	0.00441195	0.00584304	0.00619552	0.00440548	0.00648484	0.00648921	0.00510321	0.00535081	0.00617221	0.00704496	0.00423965	0.0072722	0.00572166	0.00577293	0.00641602	0.00471654	0.00476368
PWY-6124: inosine-5'-phosphate biosynthesis II	0.00278881	0.00502294	0.00541754	0.00464241	0.00508994	0.0046944	0.00481043	0.00844943	0.00348583	0.00547761	0.0055957	0.00338039	0.00570227	0.00386627	0.00554744	0.00563219	0.00412723	0.00601817	0.00617411	0.00458116	0.00494253	0.00576806	0.00678182	0.0038044	0.00700821	0.00532969	0.00537567	0.00594333	0.00420435	0.00436867
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II	0.00131625	0.00412071	0.00312073	0.00296573	0.00203794	0.00272777	0.00527197	0.00721666	0.00230679	0.00278823	0.0030518	0.00360247	0.00256649	0.00234494	0.00249543	0.00207974	0.0046782	0.00488078	0.00430376	0.00507842	0.00375721	0.0033931	0.00350108	0.00294916	0.00299406	0.00301503	0.00341072	0.00485793	0.00184869	0.00463766
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II	0.002573	0.00541254	0.00417349	0.00399388	0.0028158	0.00368657	0.00649515	0.00806874	0.0031452	0.00378566	0.00410103	0.00463883	0.00349234	0.00324609	0.00339444	0.00290323	0.00570484	0.00616936	0.00538369	0.00650391	0.00490641	0.00447439	0.00460214	0.00390194	0.00403299	0.0040521	0.00450068	0.00612665	0.00258416	0.00590754
PWY-6138: CMP-N-acetylneuraminate biosynthesis I (eukaryotes)	1.12622e-05	4.64474e-05	5.84421e-05	8.31729e-05	2.88488e-05	3.45568e-05	0.0	0.00054729	3.74652e-05	2.70874e-06	0.0	0.0	5.41255e-06	0.0	4.68325e-05	3.10884e-06	0.0	4.69565e-06	0.0	3.11757e-05	5.11131e-05	1.97867e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.00013728	0.0
PWY-6143: CMP-pseudaminate biosynthesis	1.96096e-06	0.000208531	0.00014508	1.85963e-05	1.38307e-05	4.36812e-05	0.0	0.0	0.0	5.8794e-06	0.0	1.45742e-05	5.49758e-05	6.75118e-06	3.70628e-05	0.0	2.11237e-05	0.000205184	0.0	1.20749e-05	6.41471e-05	6.50284e-06	0.000138739	2.09038e-05	2.82537e-05	5.40109e-05	5.67392e-05	0.0	3.27046e-05	9.82053e-05
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	0.00177414	0.000401808	0.00126344	0.000760603	0.00158894	0.00139085	0.000927133	0.00267892	0.00172259	0.00286245	0.000899626	0.00240466	0.00174086	0.000250712	0.00245557	0.00106604	0.00133652	0.00156491	0.001395	0.00211719	0.00105226	0.000910533	0.00246557	0.000859971	0.00337481	0.00295298	0.00268028	0.00192649	0.000723855	0.00253414
PWY-6148: tetrahydromethanopterin biosynthesis	0.0	0.0	0.0	0.0	0.0	1.74366e-05	0.0	0.0	3.5388e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.66217e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6151: S-adenosyl-L-methionine salvage I	0.00413099	0.00952713	0.00819683	0.00844773	0.00814168	0.00811613	0.00990861	0.00603987	0.00998583	0.00725751	0.0100037	0.0103234	0.00784284	0.0119642	0.00796408	0.00928553	0.00665693	0.00921294	0.00818493	0.0102	0.00853052	0.00892704	0.0068931	0.00633984	0.00573994	0.00768006	0.00742453	0.00835553	0.0111979	0.00782772
PWY-6160: 3-dehydroquinate biosynthesis II (archaea)	3.91964e-06	0.0	3.56369e-05	5.9739e-05	7.82896e-05	3.8049e-05	0.0	2.85847e-05	0.000246786	2.35475e-05	0.0	0.0	1.65664e-05	4.44839e-06	4.12591e-05	0.0	0.0	2.26869e-05	2.95796e-05	1.51676e-05	4.68187e-05	3.82795e-05	6.74574e-05	0.0	1.64054e-05	4.43286e-05	5.06521e-05	0.0	0.0	9.14492e-05
PWY-6163: chorismate biosynthesis from 3-dehydroquinate	0.00592692	0.010696	0.0100871	0.00990807	0.0101134	0.00995995	0.0120304	0.00945891	0.0113114	0.00912299	0.0102585	0.0119961	0.00934177	0.0129271	0.00954784	0.010599	0.00757154	0.0107901	0.00950995	0.0106176	0.0101715	0.00966853	0.00876328	0.0102535	0.00973182	0.00989017	0.00986337	0.0103344	0.0118283	0.0106498
PWY-6165: chorismate biosynthesis II (archaea)	1.04408e-05	0.0	9.447e-05	0.000157716	0.000206085	0.000100789	0.0	7.5836e-05	0.000633316	6.25209e-05	0.0	0.0	4.40452e-05	1.1853e-05	0.000109191	0.0	0.0	6.02829e-05	7.84651e-05	4.03464e-05	0.000123891	0.000101403	0.000177497	0.0	4.36093e-05	0.000117331	0.000133923	0.0	0.0	0.000240194
PWY-6167: flavin biosynthesis II (archaea)	0.0	0.0	5.23597e-05	1.25196e-05	0.0	0.000128757	0.0	0.0	0.000797902	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.35871e-05	0.0	1.10467e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.7976e-05
PWY-6168: flavin biosynthesis III (fungi)	0.00288285	0.00247415	0.00317493	0.00140009	0.00179029	0.0033644	0.00321706	0.00175876	0.0024728	0.00282071	0.00149598	0.000317054	0.00190722	0.00150964	0.00232194	0.00131369	0.00374671	0.00343805	0.00207658	0.00237476	0.00216273	0.00190222	0.00377008	0.00260029	0.00251799	0.00233938	0.00218835	0.00263482	0.00345295	0.0019365
PWY-6174: mevalonate pathway II (haloarchaea)	0.0	0.0	0.0	0.0	0.0	5.68971e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6182: superpathway of salicylate degradation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.45516e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.10857e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6185: 4-methylcatechol degradation (ortho cleavage)	0.0	0.0	0.0	1.75737e-06	1.37672e-06	0.0	0.0	2.31591e-05	0.0	0.0	0.0	0.0	2.55299e-06	0.0	8.88924e-06	7.35487e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.26421e-05	0.0	0.0
PWY-6210: 2-aminophenol degradation	0.0	0.0	6.10431e-06	0.0	0.0	0.0	0.0	5.65506e-06	0.0	7.80094e-06	0.0	0.0	6.90595e-06	0.0	0.0	1.17936e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6215: 4-chlorobenzoate degradation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.79277e-05	4.28426e-06	4.12883e-05	0.0	0.0	2.85784e-05	3.85166e-06	0.0	1.08933e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.51914e-05	0.0	0.0	0.0	0.0	0.0	0.0
PWY-621: sucrose degradation III (sucrose invertase)	0.00324353	0.002946	0.00265188	0.00248076	0.00236164	0.00196491	0.00201386	0.00264399	0.00196631	0.0024601	0.00327846	0.00216231	0.00203214	0.00157877	0.00310337	0.00145334	0.00304362	0.00219238	0.00376275	0.00292109	0.00340291	0.00308067	0.00223774	0.00199078	0.0018115	0.00226854	0.00214971	0.00333241	0.0023548	0.00200909
PWY-622: starch biosynthesis	6.88932e-05	0.000219854	0.00207625	0.00530788	0.00151729	0.000226073	0.0	6.37413e-05	0.000366384	0.00143629	0.00408109	0.00113741	0.000253451	0.000590155	0.00447856	0.00735227	4.3891e-05	0.00273823	0.00466228	0.000343238	0.000884318	0.00492826	0.00057897	0.000225211	0.000168814	0.0	0.000115454	0.00342019	0.000144594	0.000158468
PWY-6269: superpathway of adenosylcobalamin salvage from cobinamide II	2.94039e-05	0.000167009	0.000138305	0.000150273	0.000234977	0.000171812	7.32372e-05	5.60994e-05	0.000154618	7.57607e-05	8.31533e-05	8.62427e-05	0.000157885	5.55098e-05	0.000194762	0.000211217	8.42442e-05	0.000126325	5.30324e-05	0.000185977	7.24729e-05	5.40735e-05	0.000207903	5.79877e-05	0.000179513	0.000175365	0.000115243	0.000138222	5.78734e-05	0.000146461
PWY-6270: isoprene biosynthesis I	0.00394792	0.00826001	0.00799314	0.008257	0.00792439	0.00704849	0.00847771	0.00313179	0.00817335	0.00745744	0.00726841	0.00898381	0.00635544	0.00816211	0.00700369	0.00663731	0.00520373	0.00708175	0.00651095	0.00780433	0.0079235	0.00823649	0.00641546	0.00751471	0.00603836	0.00715254	0.00719926	0.00764387	0.00731238	0.00670716
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis	0.00559813	0.00785296	0.00818901	0.00877708	0.00892899	0.00792667	0.00961838	0.00882803	0.00925696	0.00856187	0.0101465	0.010735	0.00965014	0.0108747	0.0090292	0.00783056	0.00606979	0.00745815	0.00763994	0.00876942	0.00825007	0.00821407	0.00755909	0.00747813	0.009304	0.00887369	0.0087148	0.00817634	0.0109235	0.00812352
PWY-6281: L-selenocysteine biosynthesis II (archaea and eukaryotes)	0.0	0.0	0.0	0.0	0.0	6.87198e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
